conditions,drug,indication,type,effective,easeofuse,satisfaction
vertigo,Diphenhydramine Hcl,On Label,OTC,4,5,4
vertigo,Diphenhydramine Hcl,On Label,OTC,3,5,4
vertigo,Diphenhydramine Hcl,On Label,OTC,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,4,5,3
vertigo,Diphenhydramine Hcl,On Label,OTC,3,4,4
vulvovaginal candidiasis,Tioconazole,On Label,OTC,2.71,3.51,2.23
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,2.91,3.32,2.43
vulvovaginal candidiasis,Fluconazole,On Label,RX,3.32,4.41,2.97
vulvovaginal candidiasis,Fluconazole,On Label,RX,3.32,4.41,2.97
vulvovaginal candidiasis,Fluconazole,On Label,RX,3.88,4.42,3.47
vulvovaginal candidiasis,Fluconazole,On Label,RX,3.88,4.42,3.47
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,2.86,3.05,2.53
vulvovaginal candidiasis,Tioconazole,On Label,OTC,1.84,3.28,1.54
vulvovaginal candidiasis,Tioconazole,On Label,OTC,1.79,3.87,1.54
vulvovaginal candidiasis,Terconazole,On Label,RX,2.96,3.57,2.72
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,2.24,4.03,2.13
vulvovaginal candidiasis,Miconazole Nitrate,On Label,RX/OTC,2.16,3.16,2
vulvovaginal candidiasis,Terconazole,On Label,RX,2,3.06,1.88
vulvovaginal candidiasis,Miconazole Nitrate,On Label,RX/OTC,3.38,3.77,2.69
vulvovaginal candidiasis,Terconazole,On Label,RX,3.9,4.8,3.6
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,3.29,3.71,2.43
vulvovaginal candidiasis,Terconazole,On Label,RX,3.33,2.67,2.67
vulvovaginal candidiasis,Tioconazole,On Label,OTC,1.75,4.75,2
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,2,2.25,1.5
vulvovaginal candidiasis,Miconazole-Skin Clnsr17,On Label,OTC,3,4.75,3
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,2.33,3.67,2.33
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,3.33,5,2
vulvovaginal candidiasis,Clotrimazole,On Label,OTC,4.5,5,4.5
vulvovaginal candidiasis,Clotrimazole,On Label,OTC,4.5,4.5,4.5
vulvovaginal candidiasis,Clotrimazole,On Label,OTC,5,5,5
vulvovaginal candidiasis,Butoconazole Nitrate,On Label,RX,5,5,5
vulvovaginal candidiasis,Clotrimazole,On Label,OTC,5,4,5
vulvovaginal candidiasis,Butoconazole Nitrate,On Label,OTC,5,5,5
vulvovaginal candidiasis,Miconazole-Skin Clnsr17,On Label,OTC,1,4,1
